Car_Age,Color,Drivetrain,Engine,Sum of Fuel Tank Capacity,Fuel Type,Fuel_ID,Sum of Height,KMGroup,Sum of Kilometer,KMGroup_ID,Sum of Length,Location,Make,Max Power,Model,Max Torque,Owner,Sum of Price,PriceBand,PriceBand_ID,Sum of PricePerKM,Sum of Seating Capacity,Seller Type,Transmission,Transmission_ID,Sum of Width,Year
12,Red,FWD,814 cc,32,Petrol,P1E1T1,1500,50–100k,82461,G3,3495,Hyderabad,Hyundai,55 bhp @ 5500 rpm,Eon Sportz,75 Nm @ 4000 rpm,First,250000,2–5L,PR2,3.03,5,Individual,Manual,MAN,1550,2013
12,Red,RWD,1493 cc,55,Diesel,D1I1E1,1880,50–100k,60000,G3,3985,Kolkata,Mahindra,100 bhp @ 3750 rpm,Quanto C4,240 Nm @ 1600 rpm,First,249000,2–5L,PR2,4.15,7,Individual,Manual,MAN,1850,2013
12,Red,RWD,1995 cc,57,Diesel,D1I1E1,1429,100–150k,104264,G4,4633,Hyderabad,BMW,188 bhp @ 4000 rpm,3-Series 320d Luxury Line,400 Nm @ 1750 rpm,Second,1550000,15–25L,PR5,14.87,5,Individual,Automatic,AUT,1811,2013
12,Red,Unknown,1000cc,44,Petrol,P1E1T1,1562,20–50k,33000,G2,4050,Pune,Nissan,"",Teana 250XL,"",First,550000,5–10L,PR3,16.67,4,Individual,Automatic,AUT,1710,2013
12,Silver,AWD,2696 cc,78,Diesel,D1I1E1,1785,50–100k,72000,G3,4755,Bangalore,Ssangyong,184 bhp @ 4000 rpm,Rexton RX7,402 Nm @ 3000 rpm,First,975000,5–10L,PR3,13.54,7,Individual,Automatic,AUT,1900,2013
12,Silver,FWD,1196 cc,45,Petrol,P1E1T1,1427,50–100k,73000,G3,3795,Thane,Ford,70 bhp @ 6250 rpm,Figo Duratec Petrol ZXI 1.2,102 Nm @ 4000 rpm,First,240000,2–5L,PR2,3.29,5,Individual,Manual,MAN,1680,2013
12,Silver,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,47000,G2,3850,Kolkata,Maruti Suzuki,85 bhp @ 6000 rpm,Swift VXi,114 Nm @ 4000 rpm,First,299000,2–5L,PR2,6.36,5,Individual,Manual,MAN,1695,2013
12,Silver,FWD,1197 cc,35,Petrol,P1E1T1,1550,20–50k,46721,G2,3565,Thane,Hyundai,80@5200,i10 Asta 1.2 AT with Sunroof,111@4000,Second,325000,2–5L,PR2,6.96,5,Individual,Automatic,AUT,1595,2013
12,Silver,FWD,1198 cc,35,Petrol,P1E1T1,1500,50–100k,64418,G3,3610,Mumbai,Honda,87 bhp @ 6000 rpm,Brio VX AT,109 Nm @ 4500 rpm,Second,335000,2–5L,PR2,5.20,5,Individual,Automatic,AUT,1680,2013
12,Silver,FWD,1199 cc,45,Diesel,D1I1E1,1453,50–100k,78000,G3,3970,Jaipur,Volkswagen,74 bhp @ 4200 rpm,Polo Highline1.2L (D),180 Nm @ 2000 rpm,First,365000,2–5L,PR2,4.68,5,Individual,Manual,MAN,1682,2013
12,Silver,FWD,1248 cc,43,Diesel,D1I1E1,1620,50–100k,85785,G3,3775,Ambala Cantt,Maruti Suzuki,73 bhp @ 4000 rpm,Ritz Vdi BS-IV,190 Nm @ 2000 rpm,Second,275000,2–5L,PR2,3.21,5,Individual,Manual,MAN,1680,2013
12,Silver,FWD,1336 cc,45,Diesel,D1I1E1,1505,50–100k,98500,G3,3995,Chandigarh,Hyundai,89 bhp @ 4000 rpm,i20 Magna 1.4 CRDI,219.744 Nm @ 1500 rpm,First,340000,2–5L,PR2,3.45,5,Individual,Manual,MAN,1710,2013
12,Silver,FWD,1364 cc,45,Diesel,D1I1E1,1510,50–100k,75000,G3,4265,Kanpur,Toyota,68 bhp @ 3600 rpm,Etios GD,170 Nm @ 2400 rpm,Second,300000,2–5L,PR2,4.00,5,Individual,Manual,MAN,1695,2013
12,Silver,FWD,1461 cc,67,Diesel,D1I1E1,1488,50–100k,62000,G3,4618,Lucknow,Renault,108 bhp @ 4000 rpm,Fluence 1.5 E4,240 Nm @ 1850 rpm,First,390000,2–5L,PR2,6.29,5,Individual,Manual,MAN,1813,2013
12,Silver,FWD,1498 cc,52,Diesel,D1I1E1,1708,50–100k,72000,G3,3999,Faridabad,Ford,89 bhp @ 3750 rpm,Ecosport Trend 1.5 TDCi,204 Nm @ 2000 rpm,First,285000,2–5L,PR2,3.96,5,Individual,Manual,MAN,1765,2013
12,Silver,FWD,1498 cc,35,Diesel,D1I1E1,1505,50–100k,79500,G3,3990,Pune,Honda,99 bhp @ 3600 rpm,Amaze 1.5 E i-DTEC,200 Nm @ 1750 rpm,First,425000,2–5L,PR2,5.35,5,Individual,Manual,MAN,1680,2013
12,Silver,FWD,1591 cc,43,Petrol,P1E1T1,1475,20–50k,36623,G2,4370,Zirakpur,Hyundai,121 bhp @ 6300 rpm,Verna Fluidic 1.6 VTVT SX,158 Nm @ 4200 rpm,First,547000,5–10L,PR3,14.94,5,Individual,Manual,MAN,1700,2013
12,Silver,FWD,1595 cc,50,Petrol,P1E1T1,1557,50–100k,52000,G3,4359,Delhi,Mercedes-Benz,120 bhp @ 5000 rpm,B-class B180 Sports,200 Nm @ 1250 rpm,Second,1150000,10–15L,PR4,22.12,5,Individual,Automatic,AUT,2010,2013
12,Silver,FWD,1598 cc,55,Diesel,D1I1E1,1466,100–150k,110000,G4,4384,Bangalore,Volkswagen,103 bhp @ 4400 rpm,Vento Highline Diesel,250 Nm @ 1500 rpm,First,545000,5–10L,PR3,4.95,5,Individual,Manual,MAN,1699,2013
12,Silver,FWD,1797 cc,56,Petrol,P1E1T1,1470,50–100k,63000,G3,4530,Mumbai,Hyundai,147 bhp @ 6500 rpm,Elantra 1.8 SX AT,177 Nm @ 4700 rpm,First,545000,5–10L,PR3,8.65,5,Individual,Automatic,AUT,1775,2013
12,Silver,FWD,1984 cc,60,Diesel,D1I1E1,1458,50–100k,71141,G3,4370,Navi Mumbai,Volvo,150 bhp @ 3500 rpm,V40 Cross Country D3,350 Nm @ 1500 rpm,First,1250000,10–15L,PR4,17.57,5,Individual,Automatic,AUT,1783,2013
12,Silver,RWD,2143 cc,66,Diesel,D1I1E1,1447,50–100k,58000,G3,4596,Bangalore,Mercedes-Benz,170 bhp @ 4200 rpm,C-Class 220 BlueEfficiency,400 Nm @ 2800 rpm,First,1650000,15–25L,PR5,28.45,5,Individual,Automatic,AUT,1770,2013
12,Silver,Unknown,1000cc,44,Diesel,D1I1E1,1562,20–50k,30000,G2,4050,Delhi,Audi,"",A4 2.0 TDI Technology,"",Second,1150000,10–15L,PR4,38.33,4,Individual,Automatic,AUT,1710,2013
12,Silver,Unknown,998 cc,35,CNG,C1NG1,1700,50–100k,89000,G3,3539,Lucknow,Maruti Suzuki,59@6200,Wagon R LXI CNG,77@3500,First,260000,2–5L,PR2,2.92,5,Individual,Manual,MAN,1475,2013
12,White,AWD,1968 cc,64,Diesel,D1I1E1,1608,20–50k,44087,G2,4385,Mumbai,Audi,174 bhp @ 4200 rpm,Q3 2.0 TDI quattro Premium,380 Nm @ 1750 rpm,First,1850000,15–25L,PR5,41.96,5,Individual,Automatic,AUT,1831,2013
12,White,AWD,2199 cc,70,Diesel,D1I1E1,1760,50–100k,83466,G3,4660,Jaipur,Hyundai,195 bhp @ 4000 rpm,Santa Fe 4 WD (AT),436 Nm @ 1800 rpm,First,650000,5–10L,PR3,7.79,7,Individual,Automatic,AUT,1890,2013
12,White,AWD,2696 cc,78,Diesel,D1I1E1,1785,100–150k,106223,G4,4755,Ahmedabad,Ssangyong,184 bhp @ 4000 rpm,Rexton RX7,402 Nm @ 3000 rpm,Second,675000,5–10L,PR3,6.35,7,Individual,Automatic,AUT,1900,2013
12,White,AWD,2982 cc,80,Diesel,D1I1E1,1850,50–100k,95000,G3,4705,Chennai,Toyota,169 bhp @ 3600 rpm,Fortuner 3.0 4x4 MT,343 Nm @ 1400 rpm,Second,1750000,15–25L,PR5,18.42,7,Individual,Manual,MAN,1840,2013
12,White,AWD,2987 cc,100,Diesel,D1I1E1,1850,100–150k,107021,G4,5120,Delhi,Mercedes-Benz,258 bhp @ 3600 rpm,GL-Class 350 CDI,619 Nm @ 1600 rpm,Second,2390000,15–25L,PR5,22.33,7,Individual,Automatic,AUT,1934,2013
12,White,FWD,1086 cc,35,CNG,C1NG1,1590,50–100k,76000,G3,3565,Delhi,Hyundai,62 bhp @ 5500 rpm,Santro GL (CNG),96 Nm @ 3000 rpm,First,275000,2–5L,PR2,3.62,5,Individual,Manual,MAN,1525,2013
12,White,FWD,1086 cc,35,CNG,C1NG1,1590,50–100k,57000,G3,3565,Kanpur,Hyundai,62 bhp @ 5500 rpm,Santro GL (CNG),96 Nm @ 3000 rpm,First,200000,≤ 2L,PR1,3.51,5,Individual,Manual,MAN,1525,2013
12,White,FWD,1197 cc,45,Petrol,P1E1T1,1505,20–50k,29135,G2,3995,Panchkula,Hyundai,83 bhp @ 6000 rpm,i20 Sportz 1.2,113 Nm @ 4000 rpm,First,375000,2–5L,PR2,12.87,5,Individual,Manual,MAN,1710,2013
12,White,FWD,1197 cc,35,Petrol,P1E1T1,1550,20–50k,41000,G2,3585,Pune,Hyundai,79 bhp @ 6000 rpm,i10 Sportz 1.2 AT Kappa2,112.7619 Nm @ 4000 rpm,First,370000,2–5L,PR2,9.02,5,Individual,Automatic,AUT,1595,2013
12,White,FWD,1197 cc,35,Petrol,P1E1T1,1550,50–100k,57000,G3,3585,Kanpur,Hyundai,79 bhp @ 6000 rpm,i10 Asta 1.2 AT Kappa2 with Sunroof,112.7619 Nm @ 4000 rpm,First,380000,2–5L,PR2,6.67,5,Individual,Automatic,AUT,1595,2013
12,White,FWD,1197 cc,45,Petrol,P1E1T1,1505,50–100k,79287,G3,3995,Kanpur,Hyundai,83 bhp @ 6000 rpm,i20 Magna 1.2,113.796 Nm @ 4000 rpm,First,385000,2–5L,PR2,4.86,5,Individual,Manual,MAN,1710,2013
12,White,FWD,1197 cc,42,Petrol,P1E1T1,1530,50–100k,66000,G3,3850,Meerut,Maruti Suzuki,85 bhp @ 6000 rpm,Swift VXi,114 Nm @ 4000 rpm,First,340000,2–5L,PR2,5.15,5,Individual,Manual,MAN,1695,2013
12,White,FWD,1198 cc,45,Petrol,P1E1T1,1453,50–100k,65000,G3,3970,Mumbai,Volkswagen,74 bhp @ 5400 rpm,Polo Highline1.2L (P),110 Nm @ 3750 rpm,First,385000,2–5L,PR2,5.92,5,Individual,Manual,MAN,1682,2013
12,White,FWD,1199 cc,45,Diesel,D1I1E1,1453,50–100k,78000,G3,3970,Bangalore,Volkswagen,74 bhp @ 4200 rpm,Polo Highline1.2L (D),180 Nm @ 2000 rpm,Second,484999,2–5L,PR2,6.22,5,Individual,Manual,MAN,1682,2013
12,White,FWD,1248 cc,42,Diesel,D1I1E1,1530,20–50k,26000,G2,3850,Delhi,Maruti Suzuki,74 bhp @ 4000 rpm,Swift ZDi,190 Nm @ 2000 rpm,First,425000,2–5L,PR2,16.35,5,Individual,Manual,MAN,1695,2013
12,White,FWD,1248 cc,42,Diesel,D1I1E1,1555,20–50k,42000,G2,3995,Patna,Maruti Suzuki,74 bhp @ 4000 rpm,Swift DZire VDI,190 Nm @ 2000 rpm,First,351000,2–5L,PR2,8.36,5,Individual,Manual,MAN,1695,2013
12,White,FWD,1248 cc,50,Diesel,D1I1E1,1560,50–100k,84000,G3,4490,Delhi,Maruti Suzuki,89 bhp @ 4000 rpm,SX4 ZDI,200 Nm @ 1750 rpm,First,297000,2–5L,PR2,3.54,5,Individual,Manual,MAN,1735,2013
12,White,FWD,1248 cc,45,Diesel,D1I1E1,1685,50–100k,77000,G3,4265,Ludhiana,Maruti Suzuki,89 bhp @ 4000 rpm,Ertiga VDi,200 Nm @ 1750 rpm,Second,459999,2–5L,PR2,5.97,7,Individual,Manual,MAN,1695,2013
12,White,FWD,1336 cc,45,Diesel,D1I1E1,1505,50–100k,95610,G3,3995,Rudrapur,Hyundai,89 bhp @ 4000 rpm,i20 Sportz 1.4 CRDI,219.744 Nm @ 1500 rpm,Second,360000,2–5L,PR2,3.77,5,Individual,Manual,MAN,1710,2013
12,White,FWD,1461 cc,50,Diesel,D1I1E1,1695,50–100k,99000,G3,4315,Faridabad,Renault,84 bhp @ 3750 rpm,Duster 85 PS RxL Diesel,200 Nm @ 1900 rpm,Second,280000,2–5L,PR2,2.83,5,Individual,Manual,MAN,1822,2013
12,White,FWD,1497 cc,42,Petrol,P1E1T1,1485,50–100k,76000,G3,4440,Delhi,Honda,116 bhp @ 6600 rpm,City 1.5 V MT,146 Nm @ 4800 rpm,First,400000,2–5L,PR2,5.26,5,Individual,Manual,MAN,1695,2013
12,White,FWD,1498 cc,52,Diesel,D1I1E1,1708,50–100k,75000,G3,3999,Mumbai,Ford,89 bhp @ 3750 rpm,Ecosport Titanium 1.5 TDCi,204 Nm @ 2000 rpm,First,530000,5–10L,PR3,7.07,5,Individual,Manual,MAN,1765,2013
12,White,FWD,1498 cc,35,Diesel,D1I1E1,1505,50–100k,72567,G3,3990,Samastipur,Honda,99 bhp @ 3600 rpm,Amaze 1.5 SX i-DTEC,200 Nm @ 1750 rpm,First,385000,2–5L,PR2,5.31,5,Individual,Manual,MAN,1680,2013
12,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,100–150k,107000,G4,4370,Chandigarh,Hyundai,126 bhp @ 4000 rpm,Verna Fluidic 1.6 CRDi SX,260 Nm @ 1900 rpm,First,484999,2–5L,PR2,4.53,5,Individual,Manual,MAN,1700,2013
12,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,50–100k,78000,G3,4370,Ahmedabad,Hyundai,126 bhp @ 4000 rpm,Verna Fluidic 1.6 CRDi SX,260 Nm @ 1900 rpm,Second,459999,2–5L,PR2,5.90,5,Individual,Manual,MAN,1700,2013
12,White,FWD,1582 cc,45,Diesel,D1I1E1,1475,50–100k,87000,G3,4440,Ludhiana,Hyundai,126 bhp @ 4000 rpm,Verna EX 1.6 CRDi [2017-2018],260 Nm @ 1500 rpm,First,484999,2–5L,PR2,5.57,5,Individual,Manual,MAN,1729,2013
12,White,FWD,1598 cc,55,Diesel,D1I1E1,1466,50–100k,78000,G3,4384,Dehradun,Volkswagen,103 bhp @ 4400 rpm,Vento Highline Diesel,250 Nm @ 1500 rpm,Second,350000,2–5L,PR2,4.49,5,Individual,Manual,MAN,1699,2013
12,White,FWD,1598 cc,45,Diesel,D1I1E1,1453,50–100k,76000,G3,3970,Lucknow,Volkswagen,103 bhp @ 4400 rpm,Polo GT TDI,250 Nm @ 1500 rpm,First,325000,2–5L,PR2,4.28,5,Individual,Manual,MAN,1682,2013
12,White,FWD,1598 cc,55,Petrol,P1E1T1,1466,50–100k,57000,G3,4386,Delhi,Skoda,103 bhp @ 5250 rpm,Rapid Elegance 1.6 MPI AT,153 Nm @ 3800 rpm,Second,425000,2–5L,PR2,7.46,5,Individual,Automatic,AUT,1699,2013
12,White,FWD,1797 cc,56,Petrol,P1E1T1,1470,0–20k,17000,G1,4530,Pune,Hyundai,147 bhp @ 6500 rpm,Elantra 1.8 SX MT,177 Nm @ 4700 rpm,First,645000,5–10L,PR3,37.94,5,Individual,Manual,MAN,1775,2013
12,White,FWD,1968 cc,63,Diesel,D1I1E1,1427,20–50k,50000,G2,4701,Pune,Audi,177 bhp @ 4200 rpm,A4 2.0 TDI (177bhp) Premium Plus,380 Nm @ 1750 rpm,First,1175000,10–15L,PR4,23.50,5,Individual,Automatic,AUT,1826,2013
12,White,FWD,1968 cc,63,Diesel,D1I1E1,1427,50–100k,66000,G3,4701,Hyderabad,Audi,177 bhp @ 4200 rpm,A4 2.0 TDI (177bhp) Premium Plus,380 Nm @ 1750 rpm,First,1575000,15–25L,PR5,23.86,5,Individual,Automatic,AUT,1826,2013
12,White,FWD,995 cc,38,Petrol,P1E1T1,1518,50–100k,66000,G3,3495,Lucknow,Chevrolet,62 bhp @ 5400 rpm,Spark LS 1.0 BS-III,90 Nm @ 4200 rpm,First,190000,≤ 2L,PR1,2.88,5,Individual,Manual,MAN,1495,2013
12,White,FWD,998 cc,35,Petrol,P1E1T1,1670,20–50k,46000,G2,3636,Varanasi,Maruti Suzuki,67 bhp @ 6200 rpm,Wagon R VXI+,90 Nm @ 3500 rpm,First,299000,2–5L,PR2,6.50,5,Individual,Manual,MAN,1475,2013
12,White,FWD,998 cc,32,Petrol,P1E1T1,1510,50–100k,64000,G3,3515,Faizabad,Hyundai,68 bhp @ 6200 rpm,Eon 1.0 Kappa Magna + [2014-2016],94 Nm @ 3500 rpm,First,240000,2–5L,PR2,3.75,5,Individual,Manual,MAN,1500,2013
12,White,FWD,998 cc,35,Petrol,P1E1T1,1460,50–100k,72600,G3,3620,Panchkula,Maruti Suzuki,67 bhp @ 6200 rpm,Alto VXi,90 Nm @ 3500 rpm,First,234000,2–5L,PR2,3.22,5,Individual,Manual,MAN,1475,2013
12,White,RWD,1995 cc,57,Diesel,D1I1E1,1429,100–150k,102000,G4,4633,Bangalore,BMW,188 bhp @ 4000 rpm,3-Series 320d Luxury Line,400 Nm @ 1750 rpm,Second,1375000,10–15L,PR4,13.48,5,Individual,Automatic,AUT,1811,2013
12,White,RWD,1995 cc,44,Diesel,D1I1E1,1464,150k+,195000,G5,4899,Hyderabad,BMW,184 bhp @ 4000 rpm,5-Series 520d Sedan,380 Nm @ 1750 rpm,First,1490000,10–15L,PR4,7.64,5,Individual,Automatic,AUT,2094,2013
12,White,RWD,1995 cc,44,Diesel,D1I1E1,1464,50–100k,70000,G3,4899,Mumbai,BMW,217 bhp @ 4400 rpm,5-Series 525d Luxury Plus,450 Nm @ 1500 rpm,Second,1600000,15–25L,PR5,22.86,5,Individual,Automatic,AUT,2094,2013
12,White,RWD,2143 cc,66,Diesel,D1I1E1,1447,100–150k,102000,G4,4596,Jalandhar,Mercedes-Benz,170 bhp @ 4200 rpm,C-Class 220 BlueEfficiency,400 Nm @ 2800 rpm,First,975000,5–10L,PR3,9.56,5,Individual,Automatic,AUT,1770,2013
12,White,RWD,2179 cc,60,Diesel,D1I1E1,1975,100–150k,117000,G4,4430,Kanpur,Mahindra,120 bhp @ 4000 rpm,Scorpio SLE BS-IV,290 Nm @ 1800 rpm,First,434999,2–5L,PR2,3.72,8,Individual,Manual,MAN,1817,2013
12,White,RWD,2179 cc,60,Diesel,D1I1E1,1975,150k+,170000,G5,4430,Salem,Mahindra,120 bhp @ 4000 rpm,Scorpio VLX 2WD Airbag BS-IV,290 Nm @ 1800 rpm,Third,625000,5–10L,PR3,3.68,8,Individual,Manual,MAN,1817,2013
12,White,RWD,2179 cc,60,Diesel,D1I1E1,1975,20–50k,47000,G2,4430,Patna,Mahindra,120 bhp @ 4000 rpm,Scorpio LX BS-IV,290 Nm @ 1800 rpm,First,671000,5–10L,PR3,14.28,8,Individual,Manual,MAN,1817,2013
12,White,RWD,2179 cc,55,Diesel,D1I1E1,1922,50–100k,72000,G3,4655,Ahmedabad,Tata,138 bhp @ 4000 rpm,Safari 2.2 EX 4x2,320 Nm @ 1700 rpm,Second,575000,5–10L,PR3,7.99,7,Individual,Manual,MAN,1965,2013
12,White,RWD,2179 cc,55,Diesel,D1I1E1,1922,50–100k,96000,G3,4655,Ambala Cantt,Tata,138 bhp @ 4000 rpm,Safari 2.2 EX 4x2,320 Nm @ 1700 rpm,First,425000,2–5L,PR2,4.43,7,Individual,Manual,MAN,1965,2013
12,White,RWD,2982 cc,80,Diesel,D1I1E1,1850,100–150k,125000,G4,4705,Delhi,Toyota,169 bhp @ 3600 rpm,Fortuner 3.0 4x2 AT,360 Nm @ 1400 rpm,First,1075000,10–15L,PR4,8.60,7,Individual,Automatic,AUT,1840,2013
12,White,RWD,2982 cc,160,Diesel,D1I1E1,3700,50–100k,180000,G3,9410,Jalandhar,Toyota,169 bhp @ 3600 rpm,Fortuner 3.0 4x2 MT,343 Nm @ 1400 rpm,First,2750000,10–15L,PR4,30.74,14,Individual,Manual,MAN,3680,2013
12,White,RWD,2995 cc,83,Petrol,P1E1T1,1448,50–100k,65000,G3,5247,Mumbai,Jaguar,335 bhp @ 6500 rpm,XJ 3.0 Petrol,450 Nm @ 3500 rpm,Second,2550000,25–50L,PR6,39.23,5,Individual,Automatic,AUT,2110,2013
12,White,Unknown,1000cc,44,Petrol,P1E1T1,1562,50–100k,80500,G3,4050,Ambala Cantt,Hyundai,"",i20 Sportz 1.2 (O),"",First,335000,2–5L,PR2,4.16,4,Individual,Manual,MAN,1710,2013
12,White,Unknown,2982 cc,80,Diesel,D1I1E1,1850,150k+,170669,G5,4705,Mumbai,Toyota,171 @3600,Fortuner 4x2 AT,343 @1400,First,1450000,10–15L,PR4,8.50,7,Individual,Automatic,AUT,1840,2013
12,White,Unknown,814 cc,32,Petrol,P1E1T1,1500,50–100k,63000,G3,3495,Ludhiana,Hyundai,56@5500,Eon Magna [2011-2012],75@4000,Second,190000,≤ 2L,PR1,3.02,5,Individual,Manual,MAN,1550,2013
12,White,Unknown,998 cc,35,Petrol,P1E1T1,1700,20–50k,25200,G2,3539,Ahmedabad,Maruti Suzuki,68@6200,Wagon R LXi,90@3500,First,285000,2–5L,PR2,11.31,5,Individual,Manual,MAN,1475,2013
12,White,Unknown,998 cc,35,Petrol,P1E1T1,1700,20–50k,45000,G2,3539,Pune,Maruti Suzuki,68@6200,Wagon R VXI,90@3500,First,350000,2–5L,PR2,7.78,5,Individual,Manual,MAN,1495,2013
13,Black,AWD,1968 cc,75,Diesel,D1I1E1,1653,20–50k,40000,G2,4629,Raipur,Audi,174 bhp @ 4200 rpm,Q5 2.0 TDI quattro Premium Plus,380 Nm @ 1750 rpm,First,1490000,10–15L,PR4,37.25,5,Individual,Automatic,AUT,1898,2012
13,Black,AWD,1995 cc,67,Diesel,D1I1E1,1661,50–100k,74073,G3,4648,Hyderabad,BMW,184 bhp @ 4000 rpm,X3 xDrive20d,380 Nm @ 1750 rpm,First,1800000,15–25L,PR5,24.30,5,Individual,Automatic,AUT,1881,2012
13,Black,AWD,2967 cc,100,Diesel,D1I1E1,1737,100–150k,118000,G4,5089,Bangalore,Audi,241 bhp @ 3800 rpm,Q7 35 TDI Premium Plus + Sunroof,550 Nm @ 1750 rpm,First,2475000,15–25L,PR5,20.97,7,Individual,Automatic,AUT,1983,2012
13,Black,FWD,1598 cc,55,Diesel,D1I1E1,1466,50–100k,86288,G3,4386,Hyderabad,Skoda,103 bhp @ 4400 rpm,Rapid Elegance 1.6 TDI CR MT,250 Nm @ 1500 rpm,First,500000,2–5L,PR2,5.79,5,Individual,Manual,MAN,1699,2012
13,Black,RWD,1995 cc,44,Diesel,D1I1E1,1464,50–100k,78000,G3,4899,Mohali,BMW,184 bhp @ 4000 rpm,5-Series 520d Sedan,380 Nm @ 1750 rpm,First,1250000,10–15L,PR4,16.03,5,Individual,Automatic,AUT,2094,2012
13,Black,Unknown,1000cc,44,Diesel,D1I1E1,1562,50–100k,89000,G3,4050,Mohali,Audi,"",A4 2.0 TDI Sline,"",Second,775000,5–10L,PR3,8.71,4,Individual,Automatic,AUT,1710,2012
13,Blue,AWD,1968 cc,64,Diesel,D1I1E1,1608,50–100k,69500,G3,4385,Ahmedabad,Audi,174 bhp @ 4200 rpm,Q3 2.0 TDI quattro Premium,380 Nm @ 1750 rpm,First,1390000,10–15L,PR4,20.00,5,Individual,Automatic,AUT,1831,2012
13,Blue,AWD,4163 cc,64,Petrol,P1E1T1,1366,20–50k,25500,G2,4649,Mumbai,Audi,444 bhp @ 8250 rpm,RS5 4.2 Coupe,430 Nm @ 4000 rpm,Second,3650000,25–50L,PR6,143.14,5,Corporate,Automatic,AUT,1860,2012
13,Blue,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,30000,G2,3850,Patna,Maruti Suzuki,85 bhp @ 6000 rpm,Swift VXi,114 Nm @ 4000 rpm,First,325000,2–5L,PR2,10.83,5,Individual,Manual,MAN,1695,2012
13,Blue,FWD,1968 cc,65,Diesel,D1I1E1,1455,50–100k,77000,G3,4915,Mumbai,Audi,177 bhp @ 3750 rpm,A6 2.0 TDI Premium,380 Nm @ 1750 rpm,Second,1175000,10–15L,PR4,15.26,5,Individual,Automatic,AUT,1874,2012
13,Blue,Unknown,1000cc,44,Diesel,D1I1E1,1562,20–50k,40031,G2,4050,Pune,Audi,"",A4 2.0 TDI (143 bhp),"",Second,1150000,10–15L,PR4,28.73,4,Individual,Automatic,AUT,1710,2012
13,Blue,Unknown,998 cc,35,Petrol,P1E1T1,1700,0–20k,12300,G1,3539,Mumbai,Maruti Suzuki,68@6200,Wagon R LXi,90@3500,First,290000,2–5L,PR2,23.58,5,Individual,Manual,MAN,1475,2012
13,Blue,Unknown,998 cc,35,Petrol,P1E1T1,1700,50–100k,55000,G3,3539,Hyderabad,Maruti Suzuki,68@6200,Wagon R LXi,90@3500,First,350000,2–5L,PR2,6.36,5,Individual,Manual,MAN,1475,2012
13,Bronze,FWD,998 cc,35,Petrol,P1E1T1,1460,50–100k,54000,G3,3620,Bangalore,Maruti Suzuki,67 bhp @ 6200 rpm,Alto VXi,90 Nm @ 3500 rpm,First,260000,2–5L,PR2,4.81,5,Individual,Manual,MAN,1475,2012
13,Brown,FWD,1968 cc,65,Diesel,D1I1E1,1455,20–50k,42000,G2,4915,Raipur,Audi,177 bhp @ 3750 rpm,A6 2.0 TDI Premium,380 Nm @ 1750 rpm,First,1490000,10–15L,PR4,35.48,5,Individual,Automatic,AUT,1874,2012
13,Brown,RWD,2143 cc,80,Diesel,D1I1E1,1470,100–150k,101000,G4,4868,Surat,Mercedes-Benz,231 bhp @ 3000 rpm,E-Class E220 CDI Blue Efficiency,400 Nm @ 2800 rpm,Second,1275000,10–15L,PR4,12.62,5,Individual,Automatic,AUT,1854,2012
13,Brown,Unknown,1000cc,44,Petrol,P1E1T1,1562,150k+,158000,G5,4050,Chennai,Mercedes-Benz,"",S-Class 300,"",First,1500000,10–15L,PR4,9.49,4,Individual,Automatic,AUT,1710,2012
13,Brown,Unknown,998 cc,35,Petrol,P1E1T1,1700,20–50k,37000,G2,3539,Mumbai,Maruti Suzuki,68@6200,Wagon R VXI,90@3500,Second,235000,2–5L,PR2,6.35,5,Individual,Manual,MAN,1495,2012
13,Brown,Unknown,998 cc,35,Petrol,P1E1T1,1700,50–100k,54000,G3,3539,Agra,Maruti Suzuki,68@6200,Wagon R LXi,90@3500,First,220000,2–5L,PR2,4.07,5,Individual,Manual,MAN,1475,2012
13,Gold,AWD,2982 cc,80,Diesel,D1I1E1,1850,100–150k,121000,G4,4705,Ludhiana,Toyota,169 bhp @ 3600 rpm,Fortuner 3.0 4x4 MT,343 Nm @ 1400 rpm,Second,1290000,10–15L,PR4,10.66,7,Individual,Manual,MAN,1840,2012
13,Gold,Unknown,2494 cc,55,Diesel,D1I1E1,1755,100–150k,143477,G4,4555,Dehradun,Toyota,102@5600,Innova 2.5 V 7 STR,200@1400,Second,650000,5–10L,PR3,4.53,7,Individual,Manual,MAN,1770,2012
13,Green,FWD,998 cc,28,LPG,L1P1G1,1700,20–50k,35000,G2,3595,Varanasi,Maruti Suzuki,46 bhp @ 6200 rpm,Wagon R LXi LPG,85 Nm @ 3500 rpm,Second,235000,2–5L,PR2,6.71,5,Individual,Manual,MAN,1475,2012
13,Grey,AWD,2982 cc,80,Diesel,D1I1E1,1850,0–20k,12749,G1,4705,Kolkata,Toyota,169 bhp @ 3600 rpm,Fortuner 3.0 4x4 MT,343 Nm @ 1400 rpm,First,1199000,10–15L,PR4,94.05,7,Individual,Manual,MAN,1840,2012
