Age_Group_ID, Car_Age,Color,Cr_Age_Group,Drivetrain,  Engine_Value_Index,Engine(CC),Fuel Tank Capacity,Fuel Type,Fuel_Efficieny_Score,Fuel_ID, Height,Kilometer,KMGroup,KMGroup_ID,Length,Location,Make,Max Power,Max Torque,Model,Owner,Price,Price_Per_Seat,PriceBand,PriceBand_ID, PricePerKM,Seating Capacity,Seller Type,Transmission,Transmission_ID,Width,Year
301,7,Blue,06-Oct,FWD,0.06%,1395,50,Petrol,3.56%,P1E1T1,1416,77590,50–100k,G3,4456,Delhi,Audi,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,A3 35 TFSI Premium Plus,First,"? 21,80,000","? 4,36,000",15–25L,PR5,28.1,5,Individual,Automatic,AUT,1796,2018
301,10,Blue,06-Oct,FWD,0.26%,1197,43,Petrol,15.32%,P1E1T1,1520,69700,50–100k,G3,3765,Mumbai,Hyundai,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],First,"? 4,55,000","? 91,000",2–5L,PR2,6.53,5,Individual,Automatic,AUT,1660,2015
301,6,Blue,06-Oct,FWD,0.17%,1197,37,Petrol,10.80%,P1E1T1,1515,74000,50–100k,G3,3995,Pune,Maruti Suzuki,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,DZire VXi,First,"? 6,85,000","? 1,37,000",5–10L,PR3,9.26,5,Individual,Manual,MAN,1735,2019
301,7,Blue,06-Oct,FWD,0.25%,999,28,Petrol,19.11%,P1E1T1,1478,75500,50–100k,G3,3679,Raipur,Renault,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,Kwid 1.0 RXT Edition,First,"? 3,95,000","? 79,000",2–5L,PR2,5.23,5,Individual,Manual,MAN,1579,2018
301,6,Blue,06-Oct,RWD,0.07%,1995,57,Diesel,0.58%,D1I1E1,1429,15500,0–20k,G1,4633,Delhi,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,3-Series 320d Prestige,First,"? 26,90,000","? 5,38,000",25–50L,PR6,173.55,5,Individual,Automatic,AUT,1811,2019
301,6,Blue,06-Oct,RWD,0.05%,1950,66,Diesel,0.19%,D1I1E1,1442,8000,0–20k,G1,4686,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,C-Class C 220d Progressive [2018-2019],First,"? 41,50,000","? 8,30,000",25–50L,PR6,518.75,5,Individual,Automatic,AUT,1810,2019
301,7,Blue,06-Oct,RWD,0.06%,2993,65,Diesel,0.78%,D1I1E1,1464,38000,20–50k,G2,4899,Ahmedabad,BMW,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,5-Series 530d M Sport [2013-2017],First,"? 49,00,000","? 9,80,000",25–50L,PR6,128.95,5,Individual,Automatic,AUT,2094,2018
301,7,Blue,06-Oct,RWD,0.06%,1995,63,Diesel,1.57%,D1I1E1,1545,49000,20–50k,G2,4454,Bangalore,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,First,"? 31,25,000","? 6,25,000",25–50L,PR6,63.78,5,Individual,Automatic,AUT,2044,2018
301,6,Blue,06-Oct,RWD,0.05%,1995,63,Diesel,0.77%,D1I1E1,1545,29221,20–50k,G2,4454,Bangalore,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,First,"? 37,85,000","? 7,57,000",25–50L,PR6,129.53,5,Individual,Automatic,AUT,2044,2019
301,8,Blue,06-Oct,RWD,0.06%,1999,56,Diesel,0.91%,D1I1E1,1416,29999,20–50k,G2,4795,Bangalore,Jaguar,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,XE Prestige Diesel,First,"? 32,99,000","? 6,59,800",25–50L,PR6,109.97,5,Individual,Automatic,AUT,1967,2017
301,7,Blue,06-Oct,RWD,0.06%,2993,65,Diesel,0.40%,D1I1E1,1464,21000,20–50k,G2,4899,Chennai,BMW,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,5-Series 530d M Sport [2013-2017],First,"? 52,50,000","? 10,50,000",50L+,PR7,250,5,Individual,Automatic,AUT,2094,2018
301,7,Blue,06-Oct,RWD,0.08%,1995,63,Diesel,1.89%,D1I1E1,1545,50000,20–50k,G2,4454,Delhi,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,Second,"? 26,50,000","? 5,30,000",25–50L,PR6,53,5,Individual,Automatic,AUT,2044,2018
301,6,Blue,06-Oct,RWD,0.05%,1995,57,Diesel,0.70%,D1I1E1,1429,29000,20–50k,G2,4633,Delhi,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,3-Series 320d Luxury Line,First,"? 41,50,000","? 8,30,000",25–50L,PR6,143.1,5,Individual,Automatic,AUT,1811,2019
301,9,Blue,06-Oct,RWD,0.12%,1995,57,Diesel,2.74%,D1I1E1,1429,46000,20–50k,G2,4633,Delhi,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,3-Series 320d Prestige,Second,"? 16,79,000","? 3,35,800",15–25L,PR5,36.5,5,Individual,Automatic,AUT,1811,2016
301,6,Blue,06-Oct,RWD,0.05%,1950,66,Diesel,0.73%,D1I1E1,1442,31000,20–50k,G2,4686,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,C-Class C 220d Progressive [2018-2019],First,"? 42,75,000","? 8,55,000",25–50L,PR6,137.9,5,Individual,Automatic,AUT,1810,2019
301,7,Blue,06-Oct,RWD,0.05%,2993,65,Diesel,0.46%,D1I1E1,1464,27600,20–50k,G2,4899,Hyderabad,BMW,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,5-Series 530d M Sport [2013-2017],First,"? 60,00,000","? 12,00,000",50L+,PR7,217.39,5,Individual,Automatic,AUT,2094,2018
301,8,Blue,06-Oct,RWD,0.06%,1995,65,Diesel,1.25%,D1I1E1,1464,41296,20–50k,G2,4899,Mumbai,BMW,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,5-Series 520d M Sport,First,"? 33,00,000","? 6,60,000",25–50L,PR6,79.91,5,Individual,Automatic,AUT,2094,2017
301,7,Blue,06-Oct,RWD,0.27%,2523,60,Diesel,4.32%,D1I1E1,1930,41000,20–50k,G2,4456,Patna,Mahindra,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,Scorpio S2,First,"? 9,50,000","? 1,18,750",5–10L,PR3,23.17,8,Individual,Manual,MAN,1820,2018
301,10,Blue,06-Oct,RWD,0.08%,1995,65,Diesel,2.75%,D1I1E1,1464,70000,50–100k,G3,4899,Coimbatore,BMW,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,5-Series 520d Luxury Line,Second,"? 25,50,000","? 5,10,000",25–50L,PR6,36.43,5,Individual,Automatic,AUT,2094,2015
301,7,Blue,06-Oct,RWD,0.08%,1995,63,Diesel,2.00%,D1I1E1,1545,53000,50–100k,G3,4454,Delhi,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,Second,"? 26,50,000","? 5,30,000",25–50L,PR6,50,5,Individual,Automatic,AUT,2044,2018
301,8,Blue,06-Oct,RWD,0.18%,2179,60,Diesel,7.98%,D1I1E1,1791,95785,50–100k,G3,4788,Hyderabad,Tata,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,Hexa XTA 4x2 7 STR,First,"? 12,00,000","? 1,71,429",10–15L,PR4,12.53,7,Individual,Automatic,AUT,1903,2017
301,8,Blue,06-Oct,RWD,0.21%,2179,60,Diesel,8.45%,D1I1E1,1791,88757,50–100k,G3,4788,Indore,Tata,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,Hexa XT 4x2 6 STR,Second,"? 10,50,000","? 1,75,000",10–15L,PR4,11.83,6,Individual,Manual,MAN,1903,2017
301,6,Blue,06-Oct,RWD,0.07%,1995,63,Diesel,1.95%,D1I1E1,1545,59000,50–100k,G3,4454,Mumbai,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,First,"? 30,25,000","? 6,05,000",25–50L,PR6,51.27,5,Individual,Automatic,AUT,2044,2019
301,6,Blue,06-Oct,RWD,0.06%,2993,68,Diesel,1.55%,D1I1E1,1538,79000,50–100k,G3,5091,Pune,BMW,265 bhp @ 4000 rpm,620 Nm @ 2000 rpm,6-Series GT 630d Luxury Line [2018-2019],First,"? 51,00,000","? 10,20,000",50L+,PR7,64.56,5,Individual,Automatic,AUT,1902,2019
301,9,Blue,06-Oct,RWD,0.04%,4663,70,Petrol,0.23%,P1E1T1,1498,27000,20–50k,G2,5453,Delhi,Mercedes-Benz,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,S-Class Maybach S 500,First,"? 1,15,00,000","? 28,75,000",50L+,PR7,425.93,4,Individual,Automatic,AUT,1899,2016
301,7,Blue,06-Oct,RWD,0.05%,1998,57,Petrol,0.75%,P1E1T1,1479,32000,20–50k,G2,4936,Mumbai,BMW,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,5-Series 530i Sport Line,First,"? 42,50,000","? 8,50,000",25–50L,PR6,132.81,5,Individual,Automatic,AUT,1868,2018
301,10,Blue,06-Oct,RWD,0.09%,1991,66,Petrol,1.39%,P1E1T1,1442,31000,20–50k,G2,4686,Mumbai,Mercedes-Benz,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,C-Class C 200 Avantgarde,First,"? 22,25,000","? 4,45,000",15–25L,PR5,71.77,5,Individual,Automatic,AUT,1810,2015
301,10,Blue,06-Oct,RWD,0.37%,1196,40,Petrol,20.00%,P1E1T1,1800,64000,50–100k,G3,3675,Ranchi,Maruti Suzuki,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,Eeco 5 STR [2014-2019],First,"? 3,20,000","? 64,000",2–5L,PR2,5,5,Individual,Manual,MAN,1475,2015
301,7,Blue,06-Oct,Unknown,0.02%,1000,44,Diesel,1.07%,D1I1E1,1562,47009,20–50k,G2,4050,Pune,Mercedes-Benz,,,GLC 220 d Sport,Second,"? 44,00,000","? 11,00,000",25–50L,PR6,93.6,4,Individual,Automatic,AUT,1710,2018
301,10,Bronze,06-Oct,AWD,0.08%,2993,44,Diesel,1.66%,D1I1E1,1762,59000,50–100k,G3,4886,Chandigarh,BMW,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,X5 xDrive 30d,First,"? 35,50,000","? 5,07,143",25–50L,PR6,60.17,7,Individual,Automatic,AUT,1938,2015
301,8,Bronze,06-Oct,FWD,0.60%,1498,40,Diesel,53.07%,D1I1E1,1495,132683,100–150k,G4,4440,Kolkata,Honda,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,City S Diesel,First,"? 2,50,000","? 50,000",2–5L,PR2,1.88,5,Individual,Manual,MAN,1695,2017
301,7,Bronze,06-Oct,FWD,0.13%,2179,70,Diesel,2.62%,D1I1E1,1785,43000,20–50k,G2,4585,Mumbai,Mahindra,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,XUV500 W11 (O) AT,First,"? 16,39,999","? 2,34,286",15–25L,PR5,38.14,7,Individual,Automatic,AUT,1890,2018
301,7,Bronze,06-Oct,FWD,0.09%,2143,50,Diesel,3.60%,D1I1E1,1494,90000,50–100k,G3,4424,Mumbai,Mercedes-Benz,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,GLA 200 d Style,Second,"? 25,00,000","? 5,00,000",15–25L,PR5,27.78,5,Individual,Automatic,AUT,1804,2018
301,8,Bronze,06-Oct,FWD,0.25%,799,28,Petrol,4.92%,P1E1T1,1478,15507,0–20k,G1,3679,Pune,Renault,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,Kwid RXT [2015-2019],First,"? 3,15,000","? 63,000",2–5L,PR2,20.31,5,Individual,Manual,MAN,1579,2017
301,8,Bronze,06-Oct,FWD,0.25%,799,28,Petrol,4.92%,P1E1T1,1478,15507,0–20k,G1,3679,Thane,Renault,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,Kwid RXT [2015-2019],First,"? 3,15,000","? 63,000",2–5L,PR2,20.31,5,Individual,Manual,MAN,1579,2017
301,6,Bronze,06-Oct,FWD,0.20%,999,28,Petrol,6.53%,P1E1T1,1478,32000,20–50k,G2,3679,Coimbatore,Renault,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,Kwid 1.0 RXT AMT Opt,First,"? 4,90,000","? 98,000",2–5L,PR2,15.31,5,Individual,Automatic,AUT,1579,2019
301,8,Bronze,06-Oct,FWD,0.19%,799,28,Petrol,5.66%,P1E1T1,1478,23700,20–50k,G2,3679,Mysore,Renault,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,Kwid RXT [2015-2019],First,"? 4,19,000","? 83,800",2–5L,PR2,17.68,5,Individual,Manual,MAN,1579,2017
301,6,Bronze,06-Oct,FWD,0.23%,1199,35,Petrol,6.10%,P1E1T1,1587,32000,20–50k,G2,3793,Noida,Tata,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,Tiago NRG Petrol,First,"? 5,25,000","? 1,05,000",5–10L,PR3,16.41,5,Individual,Manual,MAN,1665,2019
301,6,Bronze,06-Oct,FWD,0.17%,1497,40,Petrol,4.11%,P1E1T1,1495,36000,20–50k,G2,4440,Pune,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City SV,First,"? 8,75,000","? 1,75,000",5–10L,PR3,24.31,5,Individual,Manual,MAN,1695,2019
301,9,Bronze,06-Oct,FWD,0.22%,1497,40,Petrol,10.00%,P1E1T1,1495,68500,50–100k,G3,4440,Ahmedabad,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City V,First,"? 6,85,000","? 1,37,000",5–10L,PR3,10,5,Individual,Manual,MAN,1695,2016
301,9,Bronze,06-Oct,FWD,0.27%,1198,35,Petrol,14.36%,P1E1T1,1505,63882,50–100k,G3,3990,Mumbai,Honda,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,Amaze 1.2 SX i-VTEC,First,"? 4,45,000","? 89,000",2–5L,PR2,6.97,5,Individual,Manual,MAN,1680,2016
301,8,Bronze,06-Oct,FWD,0.19%,1198,45,Petrol,8.80%,P1E1T1,1483,55000,50–100k,G3,3995,Pune,Volkswagen,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,Ameo Highline1.2L (P) [2016-2018],First,"? 6,25,000","? 1,25,000",5–10L,PR3,11.36,5,Individual,Manual,MAN,1682,2017
301,7,Bronze,06-Oct,RWD,0.14%,2755,55,Diesel,5.39%,D1I1E1,1795,110000,100–150k,G4,4735,Delhi,Toyota,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,Innova 2.8 ZX AT 7 STR [2016-2020],First,"? 20,39,999","? 2,91,428",15–25L,PR5,18.55,7,Corporate,Automatic,AUT,1830,2018
301,8,Bronze,06-Oct,RWD,0.11%,2393,55,Diesel,5.33%,D1I1E1,1795,112000,100–150k,G4,4735,Hyderabad,Toyota,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,Innova 2.4 VX 7 STR [2016-2020],First,"? 21,00,000","? 3,00,000",15–25L,PR5,18.75,7,Individual,Manual,MAN,1830,2017
301,7,Bronze,06-Oct,RWD,0.13%,2755,55,Diesel,1.84%,D1I1E1,1795,40000,20–50k,G2,4735,Ludhiana,Toyota,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,Innova 2.8 ZX AT 7 STR [2016-2020],First,"? 21,75,000","? 3,10,714",15–25L,PR5,54.38,7,Individual,Automatic,AUT,1830,2018
301,8,Bronze,06-Oct,RWD,0.11%,2393,55,Diesel,1.33%,D1I1E1,1795,29000,20–50k,G2,4735,Mysore,Toyota,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,Innova 2.4 VX 7 STR [2016-2020],First,"? 21,75,000","? 3,10,714",15–25L,PR5,75,7,Individual,Manual,MAN,1830,2017
301,6,Bronze,06-Oct,RWD,0.13%,2393,55,Diesel,3.74%,D1I1E1,1795,71000,50–100k,G3,4735,Mumbai,Toyota,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,Innova 2.4 G 8 STR [2016-2017],First,"? 19,00,000","? 2,37,500",15–25L,PR5,26.76,8,Individual,Manual,MAN,1830,2019
301,8,Bronze,06-Oct,RWD,0.06%,2494,65,Petrol,0.80%,P1E1T1,1450,31059,20–50k,G2,4915,Bangalore,Lexus,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,ES 300h,First,"? 39,00,000","? 7,80,000",25–50L,PR6,125.57,5,Individual,Automatic,AUT,1820,2017
301,10,Bronze,06-Oct,Unknown,0.04%,1000,44,Diesel,2.36%,D1I1E1,1562,62645,50–100k,G3,4050,Hyderabad,Jaguar,,,XF 3.0 V6 Premium Luxury,First,"? 26,50,000","? 6,62,500",25–50L,PR6,42.3,4,Individual,Automatic,AUT,1710,2015
301,6,Brown,06-Oct,FWD,0.13%,1373,45,CNG,4.10%,C1NG1,1685,42000,20–50k,G2,4296,Delhi,Maruti Suzuki,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,Ertiga VXI CNG,First,"? 10,25,000","? 1,46,429",10–15L,PR4,24.4,7,Individual,Manual,MAN,1695,2019
301,10,Brown,06-Oct,FWD,0.24%,998,35,CNG,10.24%,C1NG1,1700,42500,20–50k,G2,3599,Mumbai,Maruti Suzuki,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,Wagon R LXI CNG,First,"? 4,15,000","? 83,000",2–5L,PR2,9.76,5,Individual,Manual,MAN,1495,2015
301,9,Brown,06-Oct,FWD,0.23%,998,35,CNG,6.19%,C1NG1,1700,26600,20–50k,G2,3599,Pune,Maruti Suzuki,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,Wagon R LXI CNG (O),First,"? 4,30,000","? 86,000",2–5L,PR2,16.17,5,Individual,Manual,MAN,1495,2016
301,10,Brown,06-Oct,FWD,0.33%,998,35,CNG,30.77%,C1NG1,1700,92000,50–100k,G3,3599,Mumbai,Maruti Suzuki,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,Wagon R LXI CNG (O),Second,"? 2,99,000","? 59,800",2–5L,PR2,3.25,5,Individual,Manual,MAN,1495,2015
301,8,Brown,06-Oct,FWD,0.18%,1248,48,Diesel,18.57%,D1I1E1,1590,125372,100–150k,G4,4300,Coimbatore,Maruti Suzuki,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,S-Cross Sigma 1.3,First,"? 6,75,000","? 1,35,000",5–10L,PR3,5.38,5,Individual,Manual,MAN,1765,2017
301,7,Brown,06-Oct,FWD,0.15%,1461,50,Diesel,2.50%,D1I1E1,1695,24000,20–50k,G2,4315,Bangalore,Renault,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,Duster 85 PS RXS 4X2 MT Diesel,First,"? 9,60,000","? 1,92,000",5–10L,PR3,40,5,Individual,Manual,MAN,1822,2018
301,9,Brown,06-Oct,FWD,0.22%,1498,40,Diesel,5.51%,D1I1E1,1495,38000,20–50k,G2,4440,Patna,Honda,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,City V Diesel,First,"? 6,90,000","? 1,38,000",5–10L,PR3,18.16,5,Individual,Manual,MAN,1695,2016
301,8,Brown,06-Oct,FWD,0.24%,1498,52,Diesel,14.84%,D1I1E1,1647,92000,50–100k,G3,3998,Agra,Ford,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,Ecosport Titanium 1.5L TDCi,First,"? 6,20,000","? 1,24,000",5–10L,PR3,6.74,5,Individual,Manual,MAN,1765,2017
301,9,Brown,06-Oct,FWD,0.09%,2143,50,Diesel,2.69%,D1I1E1,1494,61109,50–100k,G3,4424,Bangalore,Mercedes-Benz,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,GLA 200 d Sport,Second,"? 22,75,000","? 4,55,000",15–25L,PR5,37.23,5,Individual,Automatic,AUT,1804,2016
301,8,Brown,06-Oct,FWD,0.08%,1968,66,Diesel,3.32%,D1I1E1,1483,82900,50–100k,G3,4861,Coimbatore,Skoda,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,Superb L&K TDI AT,First,"? 25,00,000","? 5,00,000",15–25L,PR5,30.16,5,Individual,Automatic,AUT,1864,2017
301,9,Brown,06-Oct,FWD,0.24%,1498,40,Diesel,11.37%,D1I1E1,1495,72200,50–100k,G3,4440,Kanpur,Honda,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,City V Diesel,First,"? 6,35,000","? 1,27,000",5–10L,PR3,8.8,5,Individual,Manual,MAN,1695,2016
301,10,Brown,06-Oct,FWD,0.29%,1498,35,Diesel,12.35%,D1I1E1,1505,63587,50–100k,G3,3990,Mumbai,Honda,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,Amaze 1.5 VX i-DTEC,First,"? 5,15,000","? 1,03,000",5–10L,PR3,8.1,5,Individual,Manual,MAN,1680,2015
301,9,Brown,06-Oct,FWD,0.20%,1248,43,Diesel,8.21%,D1I1E1,1485,51330,50–100k,G3,4490,Mumbai,Maruti Suzuki,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,Ciaz VDi SHVS,First,"? 6,25,000","? 1,25,000",5–10L,PR3,12.18,5,Individual,Manual,MAN,1730,2016
301,8,Brown,06-Oct,FWD,0.16%,1248,48,Diesel,6.57%,D1I1E1,1595,52245,50–100k,G3,4300,Pune,Maruti Suzuki,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,S-Cross Alpha 1.3,First,"? 7,95,000","? 1,59,000",5–10L,PR3,15.22,5,Individual,Manual,MAN,1785,2017
301,8,Brown,06-Oct,FWD,0.21%,1248,43,Diesel,14.33%,D1I1E1,1485,86000,50–100k,G3,4490,Yamunanagar,Maruti Suzuki,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,Ciaz Delta 1.3 Hybrid,Second,"? 6,00,000","? 1,20,000",5–10L,PR3,6.98,5,Individual,Manual,MAN,1730,2017
301,6,Brown,06-Oct,FWD,0.14%,1497,40,Petrol,1.73%,P1E1T1,1495,18000,0–20k,G1,4440,Delhi,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City V CVT Petrol [2017-2019],First,"? 10,40,000","? 2,08,000",10–15L,PR4,57.78,5,Individual,Automatic,AUT,1695,2019
301,7,Brown,06-Oct,FWD,0.08%,1798,66,Petrol,0.60%,P1E1T1,1483,14120,0–20k,G1,4861,Pune,Skoda,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,Superb L&K TSI AT,First,"? 23,50,000","? 4,70,000",15–25L,PR5,166.43,5,Individual,Automatic,AUT,1864,2018
301,10,Brown,06-Oct,FWD,0.25%,1497,40,Petrol,19.76%,P1E1T1,1495,116592,100–150k,G4,4440,Mumbai,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City SV CVT,First,"? 5,90,000","? 1,18,000",5–10L,PR3,5.06,5,Individual,Automatic,AUT,1695,2015
301,8,Brown,06-Oct,FWD,0.19%,1199,40,Petrol,3.81%,P1E1T1,1601,23798,20–50k,G2,3999,Ahmedabad,Honda,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,WR-V S MT Petrol,First,"? 6,25,000","? 1,25,000",5–10L,PR3,26.26,5,Individual,Manual,MAN,1734,2017
301,6,Brown,06-Oct,FWD,0.11%,1798,55,Petrol,2.34%,P1E1T1,1475,39000,20–50k,G2,4620,Ahmedabad,Toyota,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,Corolla Altis VL AT Petrol,Second,"? 16,70,000","? 3,34,000",15–25L,PR5,42.82,5,Individual,Automatic,AUT,1775,2019
301,8,Brown,06-Oct,FWD,0.18%,1199,40,Petrol,3.66%,P1E1T1,1544,24003,20–50k,G2,3955,Bangalore,Honda,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,Jazz V Petrol,First,"? 6,55,000","? 1,31,000",5–10L,PR3,27.29,5,Individual,Manual,MAN,1694,2017
301,8,Brown,06-Oct,FWD,0.11%,2494,70,Petrol,2.00%,P1E1T1,1480,47000,20–50k,G2,4825,Delhi,Toyota,179 bhp @ 6000 rpm,233 Nm @ 4100 rpm,Camry 2.5L AT,First,"? 23,45,000","? 4,69,000",15–25L,PR5,49.89,5,Individual,Automatic,AUT,1825,2017
301,7,Brown,06-Oct,FWD,0.23%,1373,43,Petrol,5.30%,P1E1T1,1485,31000,20–50k,G2,4490,Kolkata,Maruti Suzuki,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,Ciaz S 1.4 MT,First,"? 5,85,000","? 1,17,000",5–10L,PR3,18.87,5,Individual,Manual,MAN,1730,2018
301,8,Brown,06-Oct,FWD,0.36%,1198,35,Petrol,10.15%,P1E1T1,1490,34000,20–50k,G2,3995,Lucknow,Datsun,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,Go Plus T,First,"? 3,35,000","? 47,857",2–5L,PR2,9.85,7,Individual,Manual,MAN,1635,2017
301,9,Brown,06-Oct,FWD,0.19%,1497,40,Petrol,5.42%,P1E1T1,1495,42000,20–50k,G2,4440,Mumbai,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City VX CVT,First,"? 7,75,000","? 1,55,000",5–10L,PR3,18.45,5,Individual,Automatic,AUT,1695,2016
301,10,Brown,06-Oct,FWD,0.18%,1997,58,Petrol,4.42%,P1E1T1,1685,50000,20–50k,G2,4545,Mumbai,Honda,154 bhp @ 6500 rpm,190 Nm @ 4300 rpm,CR-V 2.0L 2WD AT,First,"? 11,30,000","? 2,26,000",10–15L,PR4,22.6,5,Individual,Automatic,AUT,1820,2015
301,8,Brown,06-Oct,FWD,0.18%,1199,40,Petrol,7.21%,P1E1T1,1544,48650,20–50k,G2,3955,Mumbai,Honda,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,Jazz V AT Petrol,First,"? 6,75,000","? 1,35,000",5–10L,PR3,13.87,5,Individual,Automatic,AUT,1694,2017
301,6,Brown,06-Oct,FWD,0.15%,1462,45,Petrol,2.80%,P1E1T1,1700,27900,20–50k,G2,4445,Mumbai,Maruti Suzuki,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,XL6 Zeta MT Petrol,First,"? 9,94,999","? 1,65,833",5–10L,PR3,35.66,6,Individual,Manual,MAN,1775,2019
301,6,Brown,06-Oct,FWD,0.17%,1197,37,Petrol,4.41%,P1E1T1,1515,31552,20–50k,G2,3995,Mumbai,Maruti Suzuki,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,DZire VXi AMT,First,"? 7,15,000","? 1,43,000",5–10L,PR3,22.66,5,Individual,Automatic,AUT,1735,2019
301,6,Brown,06-Oct,FWD,0.27%,999,28,Petrol,8.77%,P1E1T1,1478,32000,20–50k,G2,3679,Mumbai,Renault,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,Kwid 1.0 RXL [2017-2019],First,"? 3,65,000","? 73,000",2–5L,PR2,11.41,5,Individual,Manual,MAN,1579,2019
301,9,Brown,06-Oct,FWD,0.33%,999,28,Petrol,8.70%,P1E1T1,1478,26000,20–50k,G2,3679,Mumbai,Renault,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,Kwid 1.0 RXT [2016-2019],First,"? 2,99,000","? 59,800",2–5L,PR2,11.5,5,Individual,Manual,MAN,1579,2016
301,7,Brown,06-Oct,FWD,0.18%,1497,40,Petrol,5.13%,P1E1T1,1495,42855,20–50k,G2,4440,Pune,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City V,First,"? 8,35,000","? 1,67,000",5–10L,PR3,19.48,5,Individual,Manual,MAN,1695,2018
